Log file open, 12/16/22 18:05:56
[2022.12.16-17.40.47:792][476]LogShaderCompilers: Display:                           FRenderVolumetricCloudRenderViewCS (compiled   17 times, average 2.51 sec, max 3.66 sec, min 1.84 sec)
[2022.12.16-17.40.47:792][476]LogShaderCompilers: Display:                                    FCloudRenderViewPS000true (compiled    1 times, average 2.40 sec, max 2.40 sec, min 2.40 sec)
[2022.12.16-17.40.47:792][476]LogShaderCompilers: Display: Top 5 shader types by total compile time:
[2022.12.16-17.40.47:792][476]LogShaderCompilers: Display:                           FRenderVolumetricCloudRenderViewCS - 18.32% of total time (compiled   17 times, average 2.51 sec, max 3.66 sec, min 1.84 sec)
[2022.12.16-17.40.47:792][476]LogShaderCompilers: Display:                                 TBasePassPSFNoLightMapPolicy - 13.26% of total time (compiled   25 times, average 1.23 sec, max 2.05 sec, min 0.95 sec)
[2022.12.16-17.40.47:792][476]LogShaderCompilers: Display:                                 TBasePassVSFNoLightMapPolicy - 12.44% of total time (compiled   25 times, average 1.16 sec, max 2.05 sec, min 0.86 sec)
[2022.12.16-17.40.47:792][476]LogShaderCompilers: Display:                                                 FLumenCardVS - 8.11% of total time (compiled   18 times, average 1.05 sec, max 2.05 sec, min 0.78 sec)
[2022.12.16-17.40.47:792][476]LogShaderCompilers: Display:                                          FLumenCardPS<false> - 6.19% of total time (compiled   18 times, average 0.80 sec, max 2.05 sec, min 0.51 sec)
[2022.12.16-17.40.47:792][476]LogShaderCompilers: Display: ================================================
[2022.12.16-17.40.47:935][476]PIE: Server logged in
[2022.12.16-17.40.47:936][476]PIE: Play in editor total start time 1,213 seconds.
[2022.12.16-17.40.57:835][926]LogSlate: Updating window title bar state: overlay mode, drag disabled, window buttons hidden, title bar hidden
[2022.12.16-17.40.57:835][926]LogWorld: BeginTearingDown for /Temp/UEDPIE_0_Untitled_1
[2022.12.16-17.40.57:856][926]LogWorld: UWorld::CleanupWorld for Untitled_1, bSessionEnded=true, bCleanupResources=true
[2022.12.16-17.40.57:856][926]LogSlate: InvalidateAllWidgets triggered.  All widgets were invalidated
[2022.12.16-17.40.57:857][926]LogContentBundle: [Container: Untitled_1] Deleting container.
[2022.12.16-17.40.57:861][926]LogPlayLevel: Display: Shutting down PIE online subsystems
[2022.12.16-17.40.57:870][926]LogSlate: InvalidateAllWidgets triggered.  All widgets were invalidated
[2022.12.16-17.40.57:918][926]LogSlate: Updating window title bar state: overlay mode, drag disabled, window buttons hidden, title bar hidden
[2022.12.16-17.40.57:923][926]LogAudioMixer: FMixerPlatformXAudio2::StopAudioStream() called. InstanceID=4
[2022.12.16-17.40.57:925][926]LogAudioMixer: FMixerPlatformXAudio2::StopAudioStream() called. InstanceID=4
[2022.12.16-17.40.57:959][926]LogUObjectHash: Compacting FUObjectHashTables data took   1.56ms
[2022.12.16-17.40.58:070][927]LogPlayLevel: Display: Destroying online subsystem :Context_24
[2022.12.16-17.40.58:084][927]LogViewport: Scene viewport resized to 369x284, mode Windowed.
[2022.12.16-17.41.06:510][350]Cmd: DELETE
[2022.12.16-17.41.06:522][350]Cmd: ACTOR DELETE
[2022.12.16-17.41.06:894][350]LogEditorActor: Deleted Actor: Character_Toy_Solider_C
[2022.12.16-17.41.06:959][350]LogUObjectHash: Compacting FUObjectHashTables data took   1.42ms
[2022.12.16-17.41.06:962][350]LogEditorActor: Deleted 1 Actors (0.112 secs)
[2022.12.16-17.41.12:820][652]LogActorFactory: Actor Factory attempting to spawn Class /Script/Engine.PlayerStart
[2022.12.16-17.41.12:820][652]LogActorFactory: Actor Factory attempting to spawn Class /Script/Engine.PlayerStart
[2022.12.16-17.41.12:820][652]LogActorFactory: Actor Factory spawned Class /Script/Engine.PlayerStart as actor: PlayerStart /Temp/Untitled_1.Untitled_1:PersistentLevel.PlayerStart_0
[2022.12.16-17.41.12:834][652]LogNavigationPoint: PostEditMove Clear paths rebuilt
[2022.12.16-17.41.12:873][652]LogActorFactory: Actor Factory spawned Class /Script/Engine.PlayerStart as actor: PlayerStart /Temp/Untitled_1.Untitled_1:PersistentLevel.PlayerStart_0
[2022.12.16-17.41.12:873][652]LogNavigationPoint: PostEditMove Clear paths rebuilt
[2022.12.16-17.41.13:682][710]LogActorFactory: Actor Factory attempting to spawn Class /Script/Engine.PlayerStart
[2022.12.16-17.41.13:682][710]LogActorFactory: Actor Factory attempting to spawn Class /Script/Engine.PlayerStart
[2022.12.16-17.41.13:687][710]LogActorFactory: Actor Factory spawned Class /Script/Engine.PlayerStart as actor: PlayerStart /Temp/Untitled_1.Untitled_1:PersistentLevel.PlayerStart_UAID_7085C2708B12B65301_1315957840
[2022.12.16-17.41.13:687][710]LogNavigationPoint: PostEditMove Clear paths rebuilt
[2022.12.16-17.41.13:688][710]LogActorFactory: Actor Factory spawned Class /Script/Engine.PlayerStart as actor: PlayerStart /Temp/Untitled_1.Untitled_1:PersistentLevel.PlayerStart_UAID_7085C2708B12B65301_1315957840
[2022.12.16-17.41.13:688][710]LogNavigationPoint: PostEditMove Clear paths rebuilt
[2022.12.16-17.41.17:419][916]LogDebuggerCommands: Repeating last play command: Selected Viewport
[2022.12.16-17.41.17:428][916]LogContentBundle: [Container: Untitled_1] Generating Streaming for 0 Content Bundles.
[2022.12.16-17.41.17:451][916]LogWorldPartition: Display: GenerateStreaming started...
[2022.12.16-17.41.17:451][916]LogWorldPartition: Display: GetPartitionedActors started...
[2022.12.16-17.41.17:451][916]LogWorldPartition: Display: GetPartitionedActors took 36 us (total: 6 ms)
[2022.12.16-17.41.17:670][916]LogWorldPartition: Display: GenerateStreaming took 219 ms (total: 3.72 sec)
[2022.12.16-17.41.17:672][916]LogPlayLevel: PlayLevel: No blueprints needed recompiling
[2022.12.16-17.41.17:672][916]PIE: New page: PIE session: Untitled_1 (16 gru 2022, 19:41:17)
[2022.12.16-17.41.17:672][916]LogPlayLevel: Creating play world package: /Temp/UEDPIE_0_Untitled_1
[2022.12.16-17.41.17:756][916]LogPlayLevel: PIE: StaticDuplicateObject took: (0.084443s)
[2022.12.16-17.41.17:756][916]LogPlayLevel: PIE: Created PIE world by copying editor world from /Temp/Untitled_1.Untitled_1 to /Temp/UEDPIE_0_Untitled_1.Untitled_1 (0.084477s)
[2022.12.16-17.41.17:757][916]LogChaos: FPhysicsSolverBase::AsyncDt:-1.000000
[2022.12.16-17.41.17:757][916]LogAIModule: Creating AISystem for world Untitled_1
[2022.12.16-17.41.17:757][916]LogWorldPartition: ULevel::OnLevelLoaded(Untitled_1)(bIsOwningWorldGameWorld=1, bIsOwningWorldPartitioned=1, bIsValidLevelInstance=0, InitializeForMainWorld=1, InitializeForEditor=0, InitializeForGame=0)
[2022.12.16-17.41.17:757][916]LogWorldPartition: Display: WorldPartition initialize started...
[2022.12.16-17.41.17:757][916]LogWorldPartition: UWorldPartition::Initialize(Asset=Untitled_1, IsEditor=0, bPIEWorldTravel=0 IsGame=0, IsCooking=0)
[2022.12.16-17.41.17:762][916]LogContentBundle: [Container: Untitled_1] Creating new contrainer.
[2022.12.16-17.41.17:763][916]LogWorldPartition: Display: WorldPartition initialize took 5 ms (total: 1.23 sec)
[2022.12.16-17.41.17:763][916]LogPlayLevel: PIE: World Init took: (0.006310s)
[2022.12.16-17.41.17:800][916]LogUObjectHash: Compacting FUObjectHashTables data took   1.55ms
[2022.12.16-17.41.17:803][916]LogAudio: Display: Creating Audio Device:                 Id: 5, Scope: Unique, Realtime: True
[2022.12.16-17.41.17:803][916]LogAudioMixer: Display: Audio Mixer Platform Settings:
[2022.12.16-17.41.17:803][916]LogAudioMixer: Display: 	Sample Rate:						  48000
[2022.12.16-17.41.17:803][916]LogAudioMixer: Display: 	Callback Buffer Frame Size Requested: 1024
[2022.12.16-17.41.17:803][916]LogAudioMixer: Display: 	Callback Buffer Frame Size To Use:	  1024
[2022.12.16-17.41.17:803][916]LogAudioMixer: Display: 	Number of buffers to queue:			  1
[2022.12.16-17.41.17:803][916]LogAudioMixer: Display: 	Max Channels (voices):				  0
[2022.12.16-17.41.17:803][916]LogAudioMixer: Display: 	Number of Async Source Workers:		  4
[2022.12.16-17.41.17:803][916]LogAudio: Display: AudioDevice MaxSources: 32
[2022.12.16-17.41.17:804][916]LogAudio: Display: Audio Spatialization Plugin: None (built-in).
[2022.12.16-17.41.17:804][916]LogAudio: Display: Audio Reverb Plugin: None (built-in).
[2022.12.16-17.41.17:804][916]LogAudio: Display: Audio Occlusion Plugin: None (built-in).
[2022.12.16-17.41.17:806][916]LogAudioMixer: Display: Initializing audio mixer using platform API: 'XAudio2'
[2022.12.16-17.41.17:852][916]LogAudioMixer: Display: Using Audio Hardware Device Głośniki (Realtek High Definition Audio)
[2022.12.16-17.41.17:852][916]LogAudioMixer: Display: Initializing Sound Submixes...
[2022.12.16-17.41.17:852][916]LogAudioMixer: Display: Creating Master Submix 'MasterSubmixDefault'
[2022.12.16-17.41.17:852][916]LogAudioMixer: Display: Creating Master Submix 'MasterReverbSubmixDefault'
[2022.12.16-17.41.17:852][916]LogAudioMixer: FMixerPlatformXAudio2::StartAudioStream() called. InstanceID=5
[2022.12.16-17.41.17:852][916]LogAudioMixer: Display: Output buffers initialized: Frames=1024, Channels=2, Samples=2048, InstanceID=5
[2022.12.16-17.41.17:854][916]LogAudioMixer: Display: Starting AudioMixerPlatformInterface::RunInternal(), InstanceID=5
[2022.12.16-17.41.17:854][916]LogAudioMixer: Display: FMixerPlatformXAudio2::SubmitBuffer() called for the first time. InstanceID=5
[2022.12.16-17.41.17:854][916]LogInit: FAudioDevice initialized.
[2022.12.16-17.41.17:854][916]LogAudio: Display: Audio Device (ID: 5) registered with world 'Untitled_1'.
[2022.12.16-17.41.17:858][916]LogLoad: Game class is 'FPSG_C'
[2022.12.16-17.41.17:858][916]LogWorld: Bringing World /Temp/UEDPIE_0_Untitled_1.Untitled_1 up for play (max tick rate 0) at 2022.12.16-18.41.17
[2022.12.16-17.41.17:859][916]LogWorld: Bringing up level for play took: 0.000770
[2022.12.16-17.41.17:861][916]LogOnline: OSS: Created online subsystem instance for: :Context_25
[2022.12.16-17.41.17:863][916]LogWorldPartition: New Streaming Source: PlayerController_0 -> Position: X=24324.664 Y=43504.664 Z=407.602
[2022.12.16-17.41.17:863][916]LogWorldPartition: UWorldPartitionStreamingPolicy: CellsToActivate(36), CellsToLoad(0), CellsToUnload(0)
[2022.12.16-17.41.17:863][916]LogWorldPartition: UWorldPartitionStreamingPolicy: Sources[0] = X=24324.664 Y=43504.664 Z=407.602,P=0.000000 Y=0.000000 R=-0.000000
[2022.12.16-17.41.18:200][916]LogStaticMesh: Display: Waiting on static mesh StaticMesh /Temp/Untitled_1_InstanceOf_/Engine/__ExternalActors__/Maps/Templates/OpenWorld/F/3O/LQ9LHAPSPR2ZQON593WMVL.StaticMesh_HLOD0_Instancing_1 being ready before playing
[2022.12.16-17.41.18:200][916]LogStaticMesh: Display: Waiting on static mesh StaticMesh /Temp/Untitled_1_InstanceOf_/Engine/__ExternalActors__/Maps/Templates/OpenWorld/E/W5/RZKDGOKU0HOUR9XR3OORWP.StaticMesh_HLOD0_Instancing_1 being ready before playing
[2022.12.16-17.41.18:200][916]LogStaticMesh: Display: Waiting on static mesh StaticMesh /Temp/Untitled_1_InstanceOf_/Engine/__ExternalActors__/Maps/Templates/OpenWorld/E/QA/56OJ68IEIQK6AZD998V9AC.StaticMesh_HLOD0_Instancing_1 being ready before playing
[2022.12.16-17.41.18:200][916]LogStaticMesh: Display: Waiting on static mesh StaticMesh /Temp/Untitled_1_InstanceOf_/Engine/__ExternalActors__/Maps/Templates/OpenWorld/E/AJ/7C8JC8FV0F2O6Y16RNPPG5.StaticMesh_HLOD0_Instancing_1 being ready before playing
[2022.12.16-17.41.18:200][916]LogStaticMesh: Display: Waiting on static mesh StaticMesh /Temp/Untitled_1_InstanceOf_/Engine/__ExternalActors__/Maps/Templates/OpenWorld/E/9D/DB7HESC98L3P1C0EXJ9VNN.StaticMesh_HLOD0_Instancing_1 being ready before playing
[2022.12.16-17.41.18:200][916]LogStaticMesh: Display: Waiting on static mesh StaticMesh /Temp/Untitled_1_InstanceOf_/Engine/__ExternalActors__/Maps/Templates/OpenWorld/E/5J/220CT5CUS77FQ1Y0UX22G1.StaticMesh_HLOD0_Instancing_1 being ready before playing
[2022.12.16-17.41.18:201][916]LogStaticMesh: Display: Waiting on static mesh StaticMesh /Temp/Untitled_1_InstanceOf_/Engine/__ExternalActors__/Maps/Templates/OpenWorld/E/35/J016PIHOM9QMV09QAXSB71.StaticMesh_HLOD0_Instancing_1 being ready before playing
[2022.12.16-17.41.18:201][916]LogStaticMesh: Display: Waiting on static mesh StaticMesh /Temp/Untitled_1_InstanceOf_/Engine/__ExternalActors__/Maps/Templates/OpenWorld/E/2T/LW1MREPFXBPLJCYEDJ1QEP.StaticMesh_HLOD0_Instancing_1 being ready before playing
[2022.12.16-17.41.18:201][916]LogStaticMesh: Display: Waiting on static mesh StaticMesh /Temp/Untitled_1_InstanceOf_/Engine/__ExternalActors__/Maps/Templates/OpenWorld/E/0N/MJ50OORWK9B5CCTZI745ZN.StaticMesh_HLOD0_Instancing_1 being ready before playing
[2022.12.16-17.41.18:201][916]LogStaticMesh: Display: Waiting on static mesh StaticMesh /Temp/Untitled_1_InstanceOf_/Engine/__ExternalActors__/Maps/Templates/OpenWorld/D/AK/1ZC2T0VGQ3SM7U375JQUCB.StaticMesh_HLOD0_Instancing_1 being ready before playing
[2022.12.16-17.41.18:201][916]LogStaticMesh: Display: Waiting on static mesh StaticMesh /Temp/Untitled_1_InstanceOf_/Engine/__ExternalActors__/Maps/Templates/OpenWorld/D/1C/J2AQ1EOULFDGSSVCOF21IT.StaticMesh_HLOD0_Instancing_1 being ready before playing
[2022.12.16-17.41.18:201][916]LogStaticMesh: Display: Waiting on static mesh StaticMesh /Temp/Untitled_1_InstanceOf_/Engine/__ExternalActors__/Maps/Templates/OpenWorld/C/V2/79GVO9T8L33D7PL17IOCH8.StaticMesh_HLOD0_Instancing_1 being ready before playing
[2022.12.16-17.41.18:201][916]LogStaticMesh: Display: Waiting on static mesh StaticMesh /Temp/Untitled_1_InstanceOf_/Engine/__ExternalActors__/Maps/Templates/OpenWorld/C/UL/XUI40KZY0W19J25ADZ69HZ.StaticMesh_HLOD0_Instancing_1 being ready before playing
[2022.12.16-17.41.18:201][916]LogStaticMesh: Display: Waiting on static mesh StaticMesh /Temp/Untitled_1_InstanceOf_/Engine/__ExternalActors__/Maps/Templates/OpenWorld/B/XN/M3T3ZY3QR38M3HXIVWF08Z.StaticMesh_HLOD0_Instancing_1 being ready before playing
[2022.12.16-17.41.18:201][916]LogStaticMesh: Display: Waiting on static mesh StaticMesh /Temp/Untitled_1_InstanceOf_/Engine/__ExternalActors__/Maps/Templates/OpenWorld/B/EF/AVEFB64683AQF9CJYB93DM.StaticMesh_HLOD0_Instancing_1 being ready before playing
[2022.12.16-17.41.18:201][916]LogStaticMesh: Display: Waiting on static mesh StaticMesh /Temp/Untitled_1_InstanceOf_/Engine/__ExternalActors__/Maps/Templates/OpenWorld/A/8F/UILAR7KZF01SB5K1TYIOQU.StaticMesh_HLOD0_Instancing_1 being ready before playing
[2022.12.16-17.41.18:201][916]LogStaticMesh: Display: Waiting on static mesh StaticMesh /Temp/Untitled_1_InstanceOf_/Engine/__ExternalActors__/Maps/Templates/OpenWorld/A/5T/8AVXKOA01TLOBAI26Z84M0.StaticMesh_HLOD0_Instancing_1 being ready before playing
[2022.12.16-17.41.18:201][916]LogStaticMesh: Display: Waiting on static mesh StaticMesh /Temp/Untitled_1_InstanceOf_/Engine/__ExternalActors__/Maps/Templates/OpenWorld/8/VM/KITGMOBNCKMQD53U939GKS.StaticMesh_HLOD0_Instancing_1 being ready before playing
[2022.12.16-17.41.18:201][916]LogStaticMesh: Display: Waiting on static mesh StaticMesh /Temp/Untitled_1_InstanceOf_/Engine/__ExternalActors__/Maps/Templates/OpenWorld/8/9E/VK298XRD5A11VYGHFC41A9.StaticMesh_HLOD0_Instancing_1 being ready before playing
[2022.12.16-17.41.18:201][916]LogStaticMesh: Display: Waiting on static mesh StaticMesh /Temp/Untitled_1_InstanceOf_/Engine/__ExternalActors__/Maps/Templates/OpenWorld/8/8P/TLD3VX5ZWRDBTWGHZBD6B2.StaticMesh_HLOD0_Instancing_1 being ready before playing
[2022.12.16-17.41.18:201][916]LogStaticMesh: Display: Waiting on static mesh StaticMesh /Temp/Untitled_1_InstanceOf_/Engine/__ExternalActors__/Maps/Templates/OpenWorld/8/67/SCIVTASLB1G49QJSTRVO2P.StaticMesh_HLOD0_Instancing_1 being ready before playing
[2022.12.16-17.41.18:201][916]LogStaticMesh: Display: Waiting on static mesh StaticMesh /Temp/Untitled_1_InstanceOf_/Engine/__ExternalActors__/Maps/Templates/OpenWorld/7/V1/G2IAL67Q51RDGY0JARYZFC.StaticMesh_HLOD0_Instancing_1 being ready before playing
[2022.12.16-17.41.18:201][916]LogStaticMesh: Display: Waiting on static mesh StaticMesh /Temp/Untitled_1_InstanceOf_/Engine/__ExternalActors__/Maps/Templates/OpenWorld/7/Q1/OIHEIVHOC755KY4AIIXZHW.StaticMesh_HLOD0_Instancing_1 being ready before playing
[2022.12.16-17.41.18:201][916]LogStaticMesh: Display: Waiting on static mesh StaticMesh /Temp/Untitled_1_InstanceOf_/Engine/__ExternalActors__/Maps/Templates/OpenWorld/7/F4/M3J0ZJ0BV28M5Q99SOM48Q.StaticMesh_HLOD0_Instancing_1 being ready before playing
[2022.12.16-17.41.18:201][916]LogStaticMesh: Display: Waiting on static mesh StaticMesh /Temp/Untitled_1_InstanceOf_/Engine/__ExternalActors__/Maps/Templates/OpenWorld/7/2P/WBW9CAOQGGZICLNBCFDJSB.StaticMesh_HLOD0_Instancing_1 being ready before playing
[2022.12.16-17.41.18:201][916]LogStaticMesh: Display: Waiting on static mesh StaticMesh /Temp/Untitled_1_InstanceOf_/Engine/__ExternalActors__/Maps/Templates/OpenWorld/6/WR/5KB6IQ3V0QMTIH5VVAM109.StaticMesh_HLOD0_Instancing_1 being ready before playing
[2022.12.16-17.41.18:201][916]LogStaticMesh: Display: Waiting on static mesh StaticMesh /Temp/Untitled_1_InstanceOf_/Engine/__ExternalActors__/Maps/Templates/OpenWorld/6/OY/I7W1YSC8BUMH1JML1SHYXU.StaticMesh_HLOD0_Instancing_1 being ready before playing
[2022.12.16-17.41.18:201][916]LogStaticMesh: Display: Waiting on static mesh StaticMesh /Temp/Untitled_1_InstanceOf_/Engine/__ExternalActors__/Maps/Templates/OpenWorld/6/N5/WGVE0AJGDUHGENADZV58M8.StaticMesh_HLOD0_Instancing_1 being ready before playing
[2022.12.16-17.41.18:201][916]LogStaticMesh: Display: Waiting on static mesh StaticMesh /Temp/Untitled_1_InstanceOf_/Engine/__ExternalActors__/Maps/Templates/OpenWorld/6/MN/ZRKV9F579IVFLFFQFWCNP1.StaticMesh_HLOD0_Instancing_1 being ready before playing
[2022.12.16-17.41.18:201][916]LogStaticMesh: Display: Waiting on static mesh StaticMesh /Temp/Untitled_1_InstanceOf_/Engine/__ExternalActors__/Maps/Templates/OpenWorld/6/CV/ZVNWWCCOSQTHJQ00OL87PP.StaticMesh_HLOD0_Instancing_1 being ready before playing
[2022.12.16-17.41.18:201][916]LogStaticMesh: Display: Waiting on static mesh StaticMesh /Temp/Untitled_1_InstanceOf_/Engine/__ExternalActors__/Maps/Templates/OpenWorld/5/SE/IMNTWHEYXWFLFNO0VMZCOH.StaticMesh_HLOD0_Instancing_1 being ready before playing
[2022.12.16-17.41.18:201][916]LogStaticMesh: Display: Waiting on static mesh StaticMesh /Temp/Untitled_1_InstanceOf_/Engine/__ExternalActors__/Maps/Templates/OpenWorld/5/PI/Q9H1B01GIQ3UAILDCXPKFD.StaticMesh_HLOD0_Instancing_1 being ready before playing
[2022.12.16-17.41.18:201][916]LogStaticMesh: Display: Waiting on static mesh StaticMesh /Temp/Untitled_1_InstanceOf_/Engine/__ExternalActors__/Maps/Templates/OpenWorld/5/ON/R223RRK3MH511F5YGGE4W1.StaticMesh_HLOD0_Instancing_1 being ready before playing
[2022.12.16-17.41.18:201][916]LogStaticMesh: Display: Waiting on static mesh StaticMesh /Temp/Untitled_1_InstanceOf_/Engine/__ExternalActors__/Maps/Templates/OpenWorld/5/L9/WMO74VATJJT97G0ETQHDV9.StaticMesh_HLOD0_Instancing_1 being ready before playing
[2022.12.16-17.41.18:201][916]LogStaticMesh: Display: Waiting on static mesh StaticMesh /Temp/Untitled_1_InstanceOf_/Engine/__ExternalActors__/Maps/Templates/OpenWorld/4/XH/833TP0FSFQQBWAZGJXKH6A.StaticMesh_HLOD0_Instancing_1 being ready before playing
[2022.12.16-17.41.18:201][916]LogStaticMesh: Display: Waiting on static mesh StaticMesh /Temp/Untitled_1_InstanceOf_/Engine/__ExternalActors__/Maps/Templates/OpenWorld/4/U7/26ZHDTM3CBW86ZMVC0MC81.StaticMesh_HLOD0_Instancing_1 being ready before playing
[2022.12.16-17.41.18:201][916]LogStaticMesh: Display: Waiting on static mesh StaticMesh /Temp/Untitled_1_InstanceOf_/Engine/__ExternalActors__/Maps/Templates/OpenWorld/4/JP/IUFBX0244AWDZMZZHDKTKO.StaticMesh_HLOD0_Instancing_1 being ready before playing
[2022.12.16-17.41.18:201][916]LogStaticMesh: Display: Waiting on static mesh StaticMesh /Temp/Untitled_1_InstanceOf_/Engine/__ExternalActors__/Maps/Templates/OpenWorld/4/JP/OEPEEFQ7A0CTPWQWFEJ9PV.StaticMesh_HLOD0_Instancing_1 being ready before playing
